Epoch,Loss
1,1.5869798701775224
2,1.4493197683669343
3,1.3583231728665437
4,1.2290064411450037
5,1.1627779351193694
6,1.1577315540819229
7,1.1453886041535606
8,1.0585650968117803
9,1.073597994314719
10,1.0095130454135846
11,0.9771812445943868
12,0.9497026594567902
13,0.9602289872267579
14,0.8906272964056912
15,0.8882004280539253
